aerospace dynamics,"aerospace dynamics. coriolis ""demystified"". dynamics. introduction to multiple intermediate frames. momentum. angular momentum. and dynamics of a system of particles. numerical solution of nonlinear differential equations. lagrange's equations. examples using lagrange's equations. handout.. virtual work and the derivation of lagrange's equations. friction in lagrange's equations. kinematics of rigid bodies. rigid body dynamics. axisymmetric rotations. gyroscopes. spacecraft attitude dynamics. aircraft dynamics. aircraft longitudinal dynamics. aircraft lateral dynamics. ",aeronautics and astronautics,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-61-aerospace-dynamics-spring-2003/,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-61-aerospace-dynamics-spring-2003/16-61s03.jpg,Undergraduate
system safety,1/6. exam 1. students present assignment 2. lecture on analyzing accidents and intro to cast. students present assignment 4. lecture on introduction to basic fault tolerance and safe design techniques to deal with hazards. exam 2. discuss assignments 5 and 6. exam 1. accident analysis. basic design techniques. review exam. hazard analysis&mdash.what is it?. fault tree analysis. fmea. hazop. introduction to system theory. control theory. and stamp. stpa hazard analysis. students present assignment 9. lecture on stpa step 1. review assignment 10. lecture on stpa step 2. review assignment 11. finish lecture on stpa step 2. exam 2. covers material through stpa step 2. design using stpa. design. human factors design. students present assignment 13. lecture on human factors design. safety during operations. examples from the challenger space shuttle. discuss management factors identified in deepwater horizon video. discuss the overall class. get student feedback. ,aeronautics and astronautics,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-63j-system-safety-fall-2012/,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-63j-system-safety-fall-2012/16-63f12.jpg,Undergraduate
management in engineering,introduction and group assignment. business plan i. financial i. sales and marketing i. ratio analysis. sales and marketing ii. financial iii. intellectual property and licensing. ratio analysis i. cases. prelude lobster case. project progress report. quiz review. quiz. commoditization vs. differentiation. total quality management. entrepreneurship. hp printer case. strategic planning and management of technology. teradyne business plan. pilkington float glass case. omniport houston case. ethics. projects. ,mechanical engineering,http://ocw.mit.edu/courses/mechanical-engineering/2-96-management-in-engineering-fall-2012/,http://ocw.mit.edu/courses/mechanical-engineering/2-96-management-in-engineering-fall-2012/2-96f12.jpg,Undergraduate / Graduate
technology in transportation,introduction - energy in transportation. energy &amp. thermodynamics. internal combustion engines i. internal combustion engines ii. road vehicle engineering &amp. components ii. electric &amp. hybrid vehicles ii. review. exam 1. aircraft types. fixed-wing aircraft aerodynamics i. fixed-wing aircraft aerodynamics ii. aircraft engines. helicopters. radar. exam 2. ,aeronautics and astronautics,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-682-technology-in-transportation-spring-2011/,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-682-technology-in-transportation-spring-2011/16-682s11.jpg,Undergraduate
prototyping avionics,discrete components. transistors. power components. digital components. thinking digital. processors. interfacing digital and analog. schematics. introduction. schematics. parts. schematics. advanced tools. schematics. finishing design. what is a pcb?. pcb design. basics. pcb design. routing. pcb design. finishing. documentation. assembly tips. testing and debugging pcb's. complex embedded systems. ,aeronautics and astronautics,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-682-prototyping-avionics-spring-2006/,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-682-prototyping-avionics-spring-2006/16-682s06.jpg,Undergraduate
space systems engineering,"class introduction. requirements. system management. mission design. teamwork. formation flight control. trade analyses. presentation planning. sub-system planning. real-time software. tarr dry run. lab introduction. sub-system prototyping. design document. manufacture and test. preliminary design review (""pdr"") preparation. pdr action items. design document preparation. team social. ",aeronautics and astronautics,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-83x-space-systems-engineering-spring-2002-spring-2003/,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-83x-space-systems-engineering-spring-2002-spring-2003/16-83xs02.jpg,Undergraduate
computational methods in aerospace engineering,numerical integration of ordinary differential equations. an introduction. convergence and accuracy. convergence of multi-step methods. systems of ode's and eigenvalue stability. stiffness and implicit methods. runge-kutta methods. finite volume method. finite difference method. matrix stability analysis. fourier stability analysis. method of weighted residuals. finite element method for 1-d diffusion. finite element method for 2-d diffusion. higher-order finite element method. introduction to monte carlo method. error estimates for monte carlo method. latin hypercube sampling. response surface methods. bootstrapping. wrap up. ,aeronautics and astronautics,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-901-computational-methods-in-aerospace-engineering-spring-2005/,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-901-computational-methods-in-aerospace-engineering-spring-2005/16-901s05.jpg,Undergraduate
the engineer of 2020,the world is changing and becoming more global. another view of globalization. even in a spiky world there are issues. engineering education needs to change. mit admission trends. guest. stu schmill. mit admissions. mit students do well. go into a diverse range of careers and don't develop in some interesting ways that may be associated with leadership. guest. melanie parker. mit careers office. some of our key competitors seem to be moving in our direction with more of a science emphasis. mit has thought hard about the integration of life and learning and tried to improve and mit has thought hard about a modern curriculum and is trying to change. other ways to think about engineering education. a good education is generally useful. discussions with cambridge-mit exchange students and a professor of the practice.. guest. professor chris magee. more on engineering education. change is hard especially when it is cultural. student presentations and discussion. ,aeronautics and astronautics,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-a47-the-engineer-of-2020-fall-2009/,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-a47-the-engineer-of-2020-fall-2009/16-a47f09.jpg,Undergraduate
compressible flow,"thermo - and mechanical processes. splitting the energy equation. physical meaning of the terms. 2nd law. physical insight into shock thickness and the ""origin"" of losses for a shock wave. integral forms of equations of motion. ""appropriate"" scaling-what are the relevant nondimensional parameters?. ""corrected flow"" and flow functions. 1-d flow in converging-diverging nozzles. starting of supersonic flows. detonations. generalized one-dimensional flow with mass. momentum. and energy interchange. effect of heat addition. general compressible flow processes in propulsion systems. applications to ramjets and scramjets. axisymmetric compressible swirling flow. compound choking and effect on mass flow. types of perturbations in compressible flow. entropy. vorticity and pressure disturbances. characteristic disturbance velocities and behavior. shock waves. deflagrations. crocco's theorem. constant entropy flows. slender. axially symmetric flows. inviscid. unsteady transonic flows. inviscid hypersonic flows. ",aeronautics and astronautics,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-120-compressible-flow-spring-2003/,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-120-compressible-flow-spring-2003/16-120s03.jpg,Graduate
aerodynamics of viscous fluids,course description. fundamental theorem of kinematics - convection. vorticity. strain.. eulerian vs. langrangian description. convection relations.. conservation of mass. conservation of momentum. stress tensor.. viscosity. newtonian fluids. vorticity and circulation. navier-stokes equations. physical parameters. dynamic similarity.. dimensional analysis. dominant balance and viscous flow classification.. tsl coordinates. boundary conditions. shear layer categories.. local scaling. falkner-skan flows.. ode's. pde's. and boundary conditions. well-posedness.. numerical methods for ode's. discretization. stability.. finite difference methods. newton-raphson.. integral methods. integral momentum equation. thwaites' method.. integral kinetic energy equation. dissipation methods.. asymptotic perturbation theory. higher-order effects.. 2d interaction models. displacement body. transpiration. form drag. stall mechanisms.. iblt solution techniques. iteration stability.. fully-coupled iteration. 3-d iblt.. small-perturbation theory. orr-sommerfeld equation.. boundary conditions. homogeneity. solution techniques.. transition mechanisms. transition prediction. local correlations. amplification methods.. reynolds averaging. prandtl's analogy.. turbulent bl structure. wake. wall layers. inner. outer variables. effects of roughness.. equilibrium bl's. clauser hypothesis. dissipation formulas and integral closure.. turbulence modeling and closure. algebraic models. transport models.. definition and implications of compressibility. special solutions. reynolds analogy.. new effects. crossflow. lateral dilation. 3d separation. governing equations.. coordinate systems. characteristics. bc's. and well-posedness.. 3d characteristics. bc's. quasi-3d. constant-crossflow approximation.. 3d stability theory. 3d transition mechanisms.. ,aeronautics and astronautics,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-13-aerodynamics-of-viscous-fluids-fall-2003/,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-13-aerodynamics-of-viscous-fluids-fall-2003/16-13f03.jpg,Graduate
computational mechanics of materials,elastic solids. legendre transformation. isotropy. equilibrium. compatibility. constitutive relations. variational calculus. example of a functional. string. extrema - calculus of variations. local form of stationarity condition. vainberg theorem. hu-washizu functional. weighted - residuals / galerkin. principle of virtual work. geometrical interpretation of galerkin's method. galerkin weighting. best approximation method. the finite element method. higher order interpolation. isoparametric triangular elements. numerical integration. gauss quadrature. error estimation. convergence of finite element approximations. error estimates from interpolation theory. linear elasticity. numerical integration errors. basic error estimates. conditions for convergence. patch test. constraints ratio. variational principle of incompressible elasticity. saddle point problem. constrained minimization problem. reduced selective integration. penalty formulation. assumed strain methods. euler equations. mean dilatation method. general expression for anisotropic elasticity. mixed methods. discretized lagrangian. finite elasticity. metric changes. state of stress. field equations. linear momentum balance. angular momentum balance. energy balance. nonlinear elastic solid. variational formulation. minimum potential energy principle. finite element approximations. rayleigh - ritz method. galerkin approach. newton-raphson solution procedure. continuation method. iteration process. computation of tangent stiffness. spatial formulation. material formulation. specific material models. isotropic elasticity. stress-strain relations. cayley-hamilton theorem. examples of constitutive relations for finite elasticity. saint-venant / kirchhoff model. mooney-riulin model. neo-hookean model extended to compressible range. computation of tangent moduli. trapezoidal rule - heat conduction. trapezoidal predictor. equivalent static problem. trapezoidal correctors. convergence check. energy conservation / dissipation. abstract algorithms. convergence. conditions of convergence. consistency. examples. trapezoidal rule. newmark's algorithm. stability. trapezoidal rule. scalar problem. multidimensional case. spectral radius. lax equivalence theorem. stability properties of trapezoidal rule. eigenprojections. choice of time step. stability of newmark's algorithm. iron's bounding principle. nonlinear algorithms. small-strain plasticity. kuhn-tucker form. elastic-plastic moduli. isotropic-kinematic hardening. ,aeronautics and astronautics,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-225-computational-mechanics-of-materials-fall-2003/,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-225-computational-mechanics-of-materials-fall-2003/16-225f03.jpg,Graduate
plates and shells,preliminary. index notation. strain-displacement relation for continuum and plates. derivation of plate equilibrium equation and boundary conditions through variational principle. selected bending solutions for plate problems. theory of moderately large deflection of elastic plates. example problem with axi-symmetric plate/membrane. buckling of plates. general formulation. buckling of rectangular plates. raleigh-ritz quotient for plate buckling. buckling of cold-formed section and stiffened plates. self-evaluation by a mini-quiz in the first half an hour. discussion of the mini-quiz. ultimate strength of plates and elastic/plastic buckling. elastic buckling of cylindrical shells (1). elastic buckling of cylindrical shells (2). fundamentals of structural plasticity. limit analysis of simple plastic structures. energy absorption and crashworthiness of prismatic tubes. local denting analysis of tubes and propagating buckles in pipelines. cutting and denting of plates with application to collision and grounding of ships. final quiz. ,mechanical engineering,http://ocw.mit.edu/courses/mechanical-engineering/2-081j-plates-and-shells-spring-2007/,http://ocw.mit.edu/courses/mechanical-engineering/2-081j-plates-and-shells-spring-2007/2-081js07.jpg,Graduate
stochastic estimation and control,introduction. random signals. intuitive notion of probability. axiomatic probability. joint and conditional probability. independence. random variables. probability distribution and density functions. expectation. averages and characteristic function. normal or gaussian random variables. impulsive probability density functions. multiple random variables. correlation. covariance. and orthogonality. sum of independent random variables and tendency toward normal distribution. transformation of random variables. some common distributions. more common distributions. multivariate normal density function. linear transformation and general properties of normal random variables. linearized error propagation. more linearized error propagation. concept of a random process. probabilistic description of a random process. gaussian random process. stationarity. ergodicity. and classification of processes. autocorrelation function. crosscorrelation function. power spectral density function. crossspectral density function. white noise. gauss-markov process. random telegraph wave. wiener or brownian-motion process. determination of autocorrelation and spectral density functions from experimental data. introduction. the analysis problem. integral tables for computing mean-square value. pure white noise and bandlimited systems. noise equivalent bandwidth. shaping filter. the wiener filter problem. optimization with respect to a parameter. the stationary optimization problem - weighting function approach. orthogonality. complementary filter. perspective. estimation. a simple recursive example. markov processes. state space description. vector description of a continuous-time random process. discrete-time model. monte carlo simulation of discrete-time systems. the discrete kalman filter. scalar kalman filter examples. transition from the discrete to continuous filter equations. solution of the matrix riccati equation. divergence problems. complementary filter methodology. ins error models. damping the schuler oscillation with external velocity reference information. ,aeronautics and astronautics,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-322-stochastic-estimation-and-control-fall-2004/,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-322-stochastic-estimation-and-control-fall-2004/16-322f04.jpg,Graduate
aircraft stability and control,equilibrium states. aircraft performance. introduction to basic terms. static stability. wing/tail contributions. coordinate systems. euler angles. quaternions. aircraft dynamics. aircraft longitudinal dynamics. approximate longitudinal dynamics models. aircraft lateral dynamics. spiral. roll. and dutch roll modes. basic longitudinal control. state space control. aircraft lateral autopilots. aircraft longitudinal autopilots. altitude hold and landing. equations of motion in a nonuniform atmosphere. gusts and winds. inertial sensors. complementary filtering. simple kalman filtering. system identification. model validation. ,aeronautics and astronautics,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-333-aircraft-stability-and-control-fall-2004/,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-333-aircraft-stability-and-control-fall-2004/16-333f04.jpg,Graduate
dynamics of nonlinear systems,input/output and state-space models. differential equations as system models. continuous dependence on parameters. analysis based on continuity. lyapunov functions and storage functions. storage functions and stability analysis. finding lyapunov functions. local behavior at eqilibria. local behavior near trajectories. singular perturbations and averaging. volume evolution and system analysis. local controllability. feedback linearization. ,electrical engineering and computer science,http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-243j-dynamics-of-nonlinear-systems-fall-2003/,http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-243j-dynamics-of-nonlinear-systems-fall-2003/6-243jf03.jpg,Graduate
dynamic systems and control,introduction to dynamic systems and control. matrix algebra. least squares error solutions of overdetermined / underdetermined systems. matrix norms. svd. matrix perturbations. matrix perturbations. state-space models. linearity and time invariance. solutions of state-space models. similarity transformations. modes of lti systems. laplace transform. transfer functions. stability. lyapunov methods. external i/o stability. storage functions. interconnected systems. feedback. i/o stability. system norms. performance measures in feedback control. small gain theorem. stability robustness. stability robustness (mimo). reachability. reachability. standard and canonical forms. modal tests. observability. minimality. realization. kalman decomposition. model reduction. state feedback. observers. output feedback. mimo poles and zeros. minimality of interconnections. pole/zero cancellations. parameterization of all stabilizing controllers. optimal control synthesis. problem setup. ,electrical engineering and computer science,http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-241j-dynamic-systems-and-control-spring-2011/,http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-241j-dynamic-systems-and-control-spring-2011/6-241js11.jpg,Graduate
software engineering concepts,introducing the problem. process and life cycle models. requirements and specification. design. cots and reuse. metrics and reliability assessment. selecting a programming language. team organization and people management. software and system safety. putting it all together. ,aeronautics and astronautics,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-355j-software-engineering-concepts-fall-2005/,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-355j-software-engineering-concepts-fall-2005/16-355jf05.jpg,Graduate
data communication networks,introduction. osi 7-layer architecture. data link layers. framing. error detection. retransmission algorithms. queueing models - introduction &amp. little's theorem. m/m/1. m/m/m. queues etc.. networks of queues. m/g/1 queues. m/g/1 queue occupancy distribution. m/g/1 w/ vacations. reservations. priority queues. stability of queueing systems. quiz. multiple access &amp. aloha. stabilized aloha. tree algorithms. csma. csma/cd and ethernet. high-speed lans. token rings. satellite reservations. introduction to switch architecture. high speed switch scheduling. broadcast routing &amp. spanning trees. shortest path routing. distributed routing algorithms. optimal routing. flow control - window/credit schemes. flow control - rate based schemes. transport layer and tcp/ip. atm networks. special topic. optical networks. wireless networks. ,electrical engineering and computer science,http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-263j-data-communication-networks-fall-2002/,http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-263j-data-communication-networks-fall-2002/6-263jf02.jpg,Graduate
infinite random matrix theory,"introduction. the hermite ensemble. wigner's semi-circle law. the laguerre ensemble. marcenko-pastur theorem. the jacobi ensemble. mckay's random graph theorem. the ""semi-circular"" element. central limit theorem for infinite random matrices. free cumulants in free probability. non-crossing partitions and free cumulants. free cumulants. the semi-circular and ""free poisson"" distributions. additive free convolution. the r-transform and the marcenko-pastur theorem. multiplicative free convolution. the s-transform. dr. anna scaglione talk. orthogonal polynomials and the classical matrix ensembles. project progress presentation. tracy widom distribution. eigenvalue spectrum fluctuations. dr. roland speicher talk. free probability and fluctuations. zonal polynomials and random matrices. symmetric group representations and free probability. mops. connections and open problems. project presentations. ",mathematics,http://ocw.mit.edu/courses/mathematics/18-338j-infinite-random-matrix-theory-fall-2004/,http://ocw.mit.edu/courses/mathematics/18-338j-infinite-random-matrix-theory-fall-2004/18-338jf04.jpg,Graduate
random matrix theory and its applications,introduction. matrix jacobians and spherical coordinates. matrix jacobians with wedge products. mechanics of wedging. plucker coordinates. jacobians of matrix factorizations. householder transformations and the stiefel manifold. the cauchy-binet theorem. matrix jacobians interpreted using the cauchy-binet theorem. telatar's paper and the cauchy-binet theorem. level densities and the cauchy-binet theorem. orthogonal polynomials. matrix integrals and orthogonal polynomials. hypergeometric functions of matrix arguments. computing multivariate orthogonal polynomials symbolically. random matrix theory and wireless communications - i. random matrix theory and wireless communications - ii. random matrix theory and wireless communications - iii. projects. advances and open research areas in random matrix theory. ,mathematics,http://ocw.mit.edu/courses/mathematics/18-996-random-matrix-theory-and-its-applications-spring-2004/,http://ocw.mit.edu/courses/mathematics/18-996-random-matrix-theory-and-its-applications-spring-2004/18-996s04.jpg,Graduate
human supervisory control of automated systems,human supervisory control of automated systems. human-centered systems engineering design apporaches. task analysis and function allocation. memory and attention. classical decision theory and bayes' theorem. signal detection theory. and information theory. judgment under uncertainty. heuristics and biases. naturalistic decision making. workload and situation awareness. aircraft displays and flight management systems. research methods and experimental design. alerting systems. command and control/air traffic control. the coming transition in automobile cockpits - insights from aerospace. nuclear and process control plants. social implications. ,aeronautics and astronautics,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-422-human-supervisory-control-of-automated-systems-spring-2004/,http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-422-human-supervisory-control-of-automated-systems-spring-2004/16-422s04.jpg,Graduate
